Date Added	Folder	Title	Content
2020-07-01 15:40:26 -0700	Quotes	Power and Privilege have been amassed	"<p>I see instead a world of a permanent war economy, manipulation of money and credit, and rent-seeking society that privileges some at the expense of others &#8211; all of which distort and damage our politics, our markets, and our society.  In essence, Power and Privilege have been amassed in an effort to govern over, rather than a self-governing democratic era where we dissipate power and deny privilege and seek to govern with each other as dignified equals.  True liberalism in this sense would be seen as the emancipatory philosophy that it was written to be &#8211; seeking to eradicate the bonds of oppression imposed by the Altar, the Crown, the Sword, and from both crushing poverty and the protected privileges of the mercantilist class.  <br />
</p>"
2011-10-30 12:21:59 -0700	Quotes	By Gifts One Makes Slaves	<p>&#8216;Up in our country we are human!&#8217; said the hunter. &#8216;And since we are human we help each other. We don&#8217;t like to hear anybody say thanks for that. What I get today you may get tomorrow. Up here we say that by gifts one makes slaves and by whips one makes dogs.&#8217; </p>
2017-02-20 08:28:52 -0800	Quotes	Facts are Facts	<p>Facts are facts; they are ascertainable through honest, open-minded and diligent reporting; truth is attainable by laying fact upon fact, much like the construction of a cathedral; and truth is not merely in the eye of the beholder. </p>
2006-11-30 14:29:32 -0800	Quotes	Learning from Experience	<p>The most powerful learning comes from direct experience. But what happens when we can no longer observe the consequences of our actions? Herein lies the core <em>learning dilemma</em> that confronts organizations:<em> we learn best from experience but we never directly experience the consequences of many of our most important decisions.</em> The most critical decisions made in organizations have systemwide consequences that stretch over years or decades. </p>
2007-02-16 06:17:11 -0800	Quotes	A foolish consistency	<p>A foolish consistency is the hobgoblin of little minds, adored by little statesmen and philosophers and divines. </p>
2012-01-09 04:57:15 -0800	Quotes	The time-worn yoke of their opinions	<p>He who should inspire and lead his race must be defended from travelling with the souls of other men, from living, breathing, reading, and writing in the daily, time-worn yoke of their opinions. </p>
2021-07-27 08:09:43 -0700	Quotes	Finish every day and be done with it	<p>Finish every day and be done with it. You have done what you could &#8211; some blunders and absurdities no doubt crept in: forget them as fast as you can. Tomorrow is a new day. You shall begin it well and serenely, and with too high a spirit to be cumbered with your old nonsense. </p>
2015-03-21 11:15:56 -0700	Quotes	People ask me to predict the future	<p>People ask me to predict the future, when all I want to do is prevent it. Better yet, build it. Predicting the future is much too easy, anyway. You look at the people around you, the street you stand on, the visible air you breathe, and predict more of the same. To hell with more. I want better. </p>
2021-02-18 14:43:01 -0800	Quotes	Start with romance and build to a reality	<p>I think it’s part of the nature of man to start with romance and build to a reality. There’s hardly a scientist or an astronaut I’ve met who wasn’t beholden to some romantic before him who led him to doing something in life. </p>
2009-02-04 07:47:47 -0800	Quotes	The Third Place	<p>Most needed are those &#8216;third places&#8217; which lend a public balance to the increased privatization of home life. Third places are nothing more than informal public gathering places. The phrase &#8216;third places&#8217; derives from considering our homes to be the &#8216;first&#8217; places in our lives, and our work places the &#8216;second.&#8217; </p>
2017-10-27 11:29:54 -0700	Quotes	I'll take the big sordid dirty crooked city	<p>The other part of me wanted to get out and stay out. But this was the part I never listened to. Because if I ever had I would have stayed in the town where I was born and worked in the hardware store and married the boss&#8217;s daughter and had five kids and read them the funny paper on Sunday morning and smacked their heads when they got out of line and squabbled with the wife about how much spending money they were to get and what programs they could have on the radio or TV set. I might even have got rich &#8211; small-town rich, an eight-room house, two cars in the garage, chicken every Sunday and the <em>Reader&#8217;s Digest</em> on the living room table, the wife with a cast iron permanent and me with a brain like a sack of Portland cement. You take it, friend. I&#8217;ll take the big sordid dirty crooked city. </p>
2006-11-30 14:29:32 -0800	Quotes	Down These Mean Streets	<p>Down these mean streets a man must go who is not himself mean, who is neither tarnished nor afraid. If there were enough like him, I think the world would be a very safe place to live in, and yet not too dull to be worth living in. </p>
2006-11-30 14:29:32 -0800	Quotes	Vital and Significant Forms of Art	<p>Nor is it any part of my thesis to maintain that it [the detective story] is a vital and significant form of art. There are no vital and significant forms of art; there is only art, and precious little of that. The growth of populations has in no way increased the amount; it has merely increased the adeptness with which substitutes can be produced and packaged. </p>
2018-07-05 14:58:16 -0700	Quotes	Most advertising an insane irrelevance	<p>It is often said that our society is too materialist, and that advertising reflects this&#8230;. But it seems to me that in this respect our society is quite evidently not materialist enough, and that this, paradoxically, is the result of a failure in social meaning, values and ideals&#8230;. If we were sensibly materialist, in that part of our living in which we use things, we should find most advertising to be of an insane irrelevance. Beer would be enough for us, without the additional promise that in drinking it we show ourselves to be manly, young in heart, or neighborly. A washing-machine would be a useful machine to wash clothes, rather than an indication that we are forward-looking or an object of envy to our neighbors. </p>
